CAMPUS,EMPLOYEE ID, JOB FAMILY , JOB TITLE , DEPARTMENT ,JOB FULL TIME PCNT,STATE FUNDING,NON-STATE FUNDING,TOTAL FUNDING
ANSCHUTZ,267953,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PEDS PULMONARY-GENOPS,100,0,58000,58000
ANSCHUTZ,109694,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PEDS RENAL-GENOPS,100,0,168102,168102
ANSCHUTZ,190288,REGULAR FACULTY,ASST PROFESSOR,SOM-PEDS RENAL-GENOPS,100,0,137000,137000
ANSCHUTZ,262714,REGULAR FACULTY,ASST PROFESSOR,SOM-PEDS RENAL-GENOPS,100,0,137000,137000
ANSCHUTZ,120078,REGULAR FACULTY,PROFESSOR,SOM-PEDS RENAL-GENOPS,100,100997,100997,201995
ANSCHUTZ,113957,CLINICAL FACULTY,PROFESSOR-CLINICAL,SOM-PEDS RENAL-GENOPS,49,0,99985,99985
ANSCHUTZ,107942,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,52463,42924,95387
ANSCHUTZ,108457,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PHARM GENERAL OPERATIONS,80,45068,45068,90135
ANSCHUTZ,158843,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,45024,67537,112561
ANSCHUTZ,232614,REGULAR FACULTY,ASST PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,36414,67626,104040
ANSCHUTZ,234692,REGULAR FACULTY,ASST PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,20808,83232,104040
ANSCHUTZ,255606,REGULAR FACULTY,ASST PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,96900,0,96900
ANSCHUTZ,229074,RESEARCH FACULTY,ASST PROFESSOR-RESEARCH,SOM-PHARM GENERAL OPERATIONS,100,0,92909,92909
ANSCHUTZ,114366,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES DIRECTOR,SOM-PHARM GENERAL OPERATIONS,100,0,116606,116606
ANSCHUTZ,195639,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES PROFESSIONAL,SOM-PHARM GENERAL OPERATIONS,100,50236,0,50236
ANSCHUTZ,106987,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES SENIOR PROF,SOM-PHARM GENERAL OPERATIONS,100,73793,0,73793
ANSCHUTZ,239426,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES SENIOR PROF,SOM-PHARM GENERAL OPERATIONS,100,57706,0,57706
ANSCHUTZ,108550,REGULAR FACULTY,INSTRUCTOR,SOM-PHARM GENERAL OPERATIONS,75,0,59923,59923
ANSCHUTZ,114127,REGULAR FACULTY,INSTRUCTOR,SOM-PHARM GENERAL OPERATIONS,100,0,110919,110919
ANSCHUTZ,123282,REGULAR FACULTY,INSTRUCTOR,SOM-PHARM GENERAL OPERATIONS,100,0,62249,62249
ANSCHUTZ,142618,REGULAR FACULTY,INSTRUCTOR,SOM-PHARM GENERAL OPERATIONS,100,0,149643,149643
ANSCHUTZ,168379,REGULAR FACULTY,INSTRUCTOR,SOM-PHARM GENERAL OPERATIONS,100,0,73905,73905
ANSCHUTZ,205034,REGULAR FACULTY,INSTRUCTOR,SOM-PHARM GENERAL OPERATIONS,100,0,53600,53600
ANSCHUTZ,108415,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,55272,55272
ANSCHUTZ,116088,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,51096,51096
ANSCHUTZ,140031,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,16,0,6488,6488
ANSCHUTZ,158789,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,41250,41250
ANSCHUTZ,161793,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,45432,45432
ANSCHUTZ,167004,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,46092,46092
ANSCHUTZ,174818,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,49128,49128
ANSCHUTZ,181689,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,41364,41364
ANSCHUTZ,203638,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,42000,42000
ANSCHUTZ,218710,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,70,0,37926,37926
ANSCHUTZ,223001,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,49128,49128
ANSCHUTZ,227023,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,47000,47000
ANSCHUTZ,229657,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,40839,40839
ANSCHUTZ,230525,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,40847,40847
ANSCHUTZ,232917,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,47244,47244
ANSCHUTZ,233884,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,43428,43428
ANSCHUTZ,234253,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,47244,47244
ANSCHUTZ,237013,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,44340,44340
ANSCHUTZ,241835,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,42566,42566
ANSCHUTZ,242541,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,43531,43531
ANSCHUTZ,244288,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,46000,46000
ANSCHUTZ,249251,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,47820,47820
ANSCHUTZ,249649,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,41364,41364
ANSCHUTZ,256656,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,43680,43680
ANSCHUTZ,260924,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,39264,39264
ANSCHUTZ,262480,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,43680,43680
ANSCHUTZ,263903,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,51096,51096
ANSCHUTZ,264500,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,42000,42000
ANSCHUTZ,266499,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,42000,42000
ANSCHUTZ,268648,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHARM GENERAL OPERATIONS,100,0,42000,42000
ANSCHUTZ,140935,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,60,0,49491,49491
ANSCHUTZ,161851,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,59104,59104
ANSCHUTZ,180917,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,40,0,13578,13578
ANSCHUTZ,182148,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,45,0,16686,16686
ANSCHUTZ,189726,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,32594,32594
ANSCHUTZ,192867,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,44797,44797
ANSCHUTZ,205015,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,13500,31500,45000
ANSCHUTZ,220228,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,48218,48218
ANSCHUTZ,234590,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,56822,56822
ANSCHUTZ,235420,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,32640,32640
ANSCHUTZ,262597,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,75,0,25000,25000
ANSCHUTZ,104445,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,61980,92971,154951
ANSCHUTZ,104755,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,34501,152231,186732
ANSCHUTZ,106330,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,106947,175383,282330
ANSCHUTZ,120458,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,0,143969,143969
ANSCHUTZ,120876,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,80286,70344,150630
ANSCHUTZ,128134,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,94922,143575,238497
ANSCHUTZ,139057,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,76042,85750,161792
ANSCHUTZ,168522,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,50145,259394,309539
ANSCHUTZ,232616,REGULAR FACULTY,PROFESSOR,SOM-PHARM GENERAL OPERATIONS,100,76491,114736,191227
ANSCHUTZ,125368,CLASSIFIED STAFF,PROGRAM ASSISTANT I,SOM-PHARM GENERAL OPERATIONS,40,0,21746,21746
ANSCHUTZ,162294,OFFICERS AND EXEMPT PROFESSIONALS ,PROGRAM ASSISTANT I,SOM-PHARM GENERAL OPERATIONS,100,0,55193,55193
ANSCHUTZ,142577,RESEARCH FACULTY,RESEARCH ASSOCIATE,SOM-PHARM GENERAL OPERATIONS,100,0,55000,55000
ANSCHUTZ,147538,RESEARCH FACULTY,RESEARCH ASSOCIATE,SOM-PHARM GENERAL OPERATIONS,100,0,77625,77625
ANSCHUTZ,171408,RESEARCH FACULTY,RESEARCH ASSOCIATE,SOM-PHARM GENERAL OPERATIONS,100,0,69840,69840
ANSCHUTZ,212695,RESEARCH FACULTY,RESEARCH ASSOCIATE,SOM-PHARM GENERAL OPERATIONS,100,0,60000,60000
ANSCHUTZ,223016,RESEARCH FACULTY,RESEARCH INSTRUCTOR,SOM-PHARM GENERAL OPERATIONS,100,0,92715,92715
ANSCHUTZ,232338,OFFICERS AND EXEMPT PROFESSIONALS ,RESEARCH SERVICES SENIOR PROF,SOM-PHARM GENERAL OPERATIONS,100,70578,0,70578
ANSCHUTZ,117899,REGULAR FACULTY,SENIOR INSTRUCTOR,SOM-PHARM GENERAL OPERATIONS,100,146413,0,146413
ANSCHUTZ,137575,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,80,0,53989,53989
ANSCHUTZ,139363,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,50000,50000
ANSCHUTZ,158709,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,49573,49573
ANSCHUTZ,163069,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,59755,59755
ANSCHUTZ,166068,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,81282,81282
ANSCHUTZ,168533,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,77511,77511
ANSCHUTZ,183263,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,100,0,57123,57123
ANSCHUTZ,207896,RESEARCH FACULTY,SR PROFESSIONAL RESEARCH ASST,SOM-PHARM GENERAL OPERATIONS,25,0,16232,16232
ANSCHUTZ,112345,RESEARCH FACULTY,SR RESEARCH ASSOCIATE,SOM-PHARM GENERAL OPERATIONS,100,0,63819,63819
ANSCHUTZ,162696,RESEARCH FACULTY,SR RESEARCH ASSOCIATE,SOM-PHARM GENERAL OPERATIONS,100,0,64284,64284
ANSCHUTZ,165074,RESEARCH FACULTY,SR RESEARCH ASSOCIATE,SOM-PHARM GENERAL OPERATIONS,100,0,66102,66102
ANSCHUTZ,171070,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,17126,99443,116570
ANSCHUTZ,201448,REGULAR FACULTY,ASST PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,36960,53768,90728
ANSCHUTZ,206628,REGULAR FACULTY,ASST PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,41297,59985,101282
ANSCHUTZ,212088,REGULAR FACULTY,ASST PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,10989,88915,99904
ANSCHUTZ,239528,REGULAR FACULTY,ASST PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,65740,24900,90640
ANSCHUTZ,217403,RESEARCH FACULTY,ASST PROFESSOR-RESEARCH,SOM-PHYS GENERAL OPERATIONS,100,0,51582,51582
ANSCHUTZ,192443,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES DIRECTOR,SOM-PHYS GENERAL OPERATIONS,100,90786,0,90786
ANSCHUTZ,251278,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES PROFESSIONAL,SOM-PHYS GENERAL OPERATIONS,100,0,43260,43260
ANSCHUTZ,150529,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,49128,49128
ANSCHUTZ,210787,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,42000,42000
ANSCHUTZ,229965,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,45600,45600
ANSCHUTZ,238856,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,42800,42800
ANSCHUTZ,243642,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,45432,45432
ANSCHUTZ,246560,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,45500,45500
ANSCHUTZ,250502,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,45500,45500
ANSCHUTZ,252560,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,42800,42800
ANSCHUTZ,268509,OTHER FACULTY,POST-DOCTORAL FELLOW,SOM-PHYS GENERAL OPERATIONS,100,0,42000,42000
ANSCHUTZ,170653,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHYS GENERAL OPERATIONS,100,0,42768,42768
ANSCHUTZ,185264,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHYS GENERAL OPERATIONS,100,0,38225,38225
ANSCHUTZ,216566,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHYS GENERAL OPERATIONS,100,0,31720,31720
ANSCHUTZ,219661,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PHYS GENERAL OPERATIONS,100,0,40800,40800
ANSCHUTZ,102045,REGULAR FACULTY,PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,85484,108292,193776
ANSCHUTZ,107859,REGULAR FACULTY,PROFESSOR,SOM-PHYS GENERAL OPERATIONS,50,0,103084,103084
ANSCHUTZ,131061,REGULAR FACULTY,PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,85138,69952,155090
ANSCHUTZ,151218,REGULAR FACULTY,PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,62860,77140,140000
ANSCHUTZ,177241,REGULAR FACULTY,PROFESSOR,SOM-PHYS GENERAL OPERATIONS,100,76974,94392,171366
ANSCHUTZ,101680,CLINICAL FACULTY,PROFESSOR-CLINICAL,SOM-PHYS GENERAL OPERATIONS,35,47647,0,47647
ANSCHUTZ,177577,RESEARCH FACULTY,RESEARCH ASSOCIATE,SOM-PHYS GENERAL OPERATIONS,100,0,58500,58500
ANSCHUTZ,221192,RESEARCH FACULTY,RESEARCH ASSOCIATE,SOM-PHYS GENERAL OPERATIONS,100,0,57000,57000
ANSCHUTZ,238815,RESEARCH FACULTY,RESEARCH ASSOCIATE,SOM-PHYS GENERAL OPERATIONS,100,0,56401,56401
ANSCHUTZ,243278,RESEARCH FACULTY,RESEARCH ASSOCIATE,SOM-PHYS GENERAL OPERATIONS,100,0,59261,59261
ANSCHUTZ,208659,OFFICERS AND EXEMPT PROFESSIONALS ,ACADEMIC SERVICES PROFESSIONAL,SOM-PM&R ASSISTV TECH PARTNERS,100,0,43000,43000
ANSCHUTZ,146639,CLASSIFIED STAFF,ADMIN ASSISTANT III,SOM-PM&R ASSISTV TECH PARTNERS,100,0,42060,42060
ANSCHUTZ,164715,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R ASSISTV TECH PARTNERS,85,0,56950,56950
ANSCHUTZ,117572,CLINICAL FACULTY,CLINICAL INSTRUCTOR,SOM-PM&R ASSISTV TECH PARTNERS,10,0,7172,7172
ANSCHUTZ,191861,REGULAR FACULTY,INSTRUCTOR,SOM-PM&R ASSISTV TECH PARTNERS,50,0,35100,35100
ANSCHUTZ,199100,REGULAR FACULTY,INSTRUCTOR,SOM-PM&R ASSISTV TECH PARTNERS,100,0,56800,56800
ANSCHUTZ,205506,REGULAR FACULTY,INSTRUCTOR,SOM-PM&R ASSISTV TECH PARTNERS,100,0,72000,72000
ANSCHUTZ,114972,REGULAR FACULTY,SENIOR INSTRUCTOR,SOM-PM&R ASSISTV TECH PARTNERS,100,0,65660,65660
ANSCHUTZ,245667,OFFICERS AND EXEMPT PROFESSIONALS ,ACADEMIC SERVICES PROFESSIONAL,SOM-PM&R GENERAL OPERATIONS,100,29601,24219,53820
ANSCHUTZ,261565,OFFICERS AND EXEMPT PROFESSIONALS ,ACADEMIC SERVICES SENIOR PROF,SOM-PM&R GENERAL OPERATIONS,100,0,53820,53820
ANSCHUTZ,112824,CLINICAL FACULTY,ASSOC PROFESSOR-CLINICAL,SOM-PM&R GENERAL OPERATIONS,20,0,52000,52000
ANSCHUTZ,109276,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,72739,72739
ANSCHUTZ,109479,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R GENERAL OPERATIONS,80,0,162992,162992
ANSCHUTZ,123304,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,6581,212791,219372
ANSCHUTZ,142291,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,14379,149952,164331
ANSCHUTZ,144146,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,182952,182952
ANSCHUTZ,154517,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,201911,201911
ANSCHUTZ,163950,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R GENERAL OPERATIONS,50,40339,0,40339
ANSCHUTZ,196199,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R GENERAL OPERATIONS,20,0,26854,26854
ANSCHUTZ,107754,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,89792,89792
ANSCHUTZ,157665,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,185326,185326
ANSCHUTZ,165383,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,9668,183697,193365
ANSCHUTZ,165426,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,60,0,98318,98318
ANSCHUTZ,165489,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,11575,219918,231493
ANSCHUTZ,179538,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,75,0,126994,126994
ANSCHUTZ,179539,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,198900,198900
ANSCHUTZ,209881,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,10018,190340,200358
ANSCHUTZ,210001,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,165000,165000
ANSCHUTZ,220774,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,200000,200000
ANSCHUTZ,103969,CLINICAL FACULTY,ASST PROFESSOR-CLINICAL,SOM-PM&R GENERAL OPERATIONS,25,0,21294,21294
ANSCHUTZ,220212,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES DIRECTOR,SOM-PM&R GENERAL OPERATIONS,100,65450,53550,119000
ANSCHUTZ,176962,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES MANAGER,SOM-PM&R GENERAL OPERATIONS,100,42416,42416,84833
ANSCHUTZ,249702,CLINICAL FACULTY,CLINICAL INSTRUCTOR,SOM-PM&R GENERAL OPERATIONS,49,0,44845,44845
ANSCHUTZ,105878,REGULAR FACULTY,INSTRUCTOR,SOM-PM&R GENERAL OPERATIONS,100,15166,35386,50552
ANSCHUTZ,170022,REGULAR FACULTY,INSTRUCTOR,SOM-PM&R GENERAL OPERATIONS,100,0,89981,89981
ANSCHUTZ,189059,REGULAR FACULTY,INSTRUCTOR,SOM-PM&R GENERAL OPERATIONS,100,0,110313,110313
ANSCHUTZ,209680,REGULAR FACULTY,INSTRUCTOR,SOM-PM&R GENERAL OPERATIONS,60,0,93000,93000
ANSCHUTZ,133038,OFFICERS AND EXEMPT PROFESSIONALS ,IT PROFESSIONAL,SOM-PM&R GENERAL OPERATIONS,30,15000,5000,20000
ANSCHUTZ,166156,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PM&R GENERAL OPERATIONS,100,0,52884,52884
ANSCHUTZ,179979,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PM&R GENERAL OPERATIONS,100,0,36318,36318
ANSCHUTZ,243301,RESEARCH FACULTY,PROFESSIONAL RESEARCH ASST,SOM-PM&R GENERAL OPERATIONS,100,0,38000,38000
ANSCHUTZ,102950,REGULAR FACULTY,PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,194780,194780
ANSCHUTZ,103968,REGULAR FACULTY,PROFESSOR,SOM-PM&R GENERAL OPERATIONS,80,0,91805,91805
ANSCHUTZ,114565,REGULAR FACULTY,PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,180184,180184
ANSCHUTZ,119981,REGULAR FACULTY,PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,30020,306720,336741
ANSCHUTZ,152862,REGULAR FACULTY,PROFESSOR,SOM-PM&R GENERAL OPERATIONS,100,0,336511,336511
ANSCHUTZ,208931,RESEARCH FACULTY,RESEARCH INSTRUCTOR,SOM-PM&R GENERAL OPERATIONS,100,18000,42000,60000
ANSCHUTZ,173049,OFFICERS AND EXEMPT PROFESSIONALS ,RESEARCH SERVICES SENIOR PROF,SOM-PM&R GENERAL OPERATIONS,100,11122,44489,55611
ANSCHUTZ,154739,CLINICAL FACULTY,ASSOC PROFESSOR-CLINICAL,SOM-PM&R PHYSICAL THERAPY,30,40841,0,40841
ANSCHUTZ,101444,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,104853,0,104853
ANSCHUTZ,102802,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,100480,0,100480
ANSCHUTZ,121462,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R PHYSICAL THERAPY,70,75550,2847,78397
ANSCHUTZ,123635,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,104423,0,104423
ANSCHUTZ,177616,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,41243,96233,137475
ANSCHUTZ,192882,REGULAR FACULTY,ASSOCIATE PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,25069,75206,100275
ANSCHUTZ,161897,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,55767,35058,90825
ANSCHUTZ,167455,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,89183,0,89183
ANSCHUTZ,172627,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,79522,8836,88358
ANSCHUTZ,177787,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,88935,0,88935
ANSCHUTZ,206517,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,87375,0,87375
ANSCHUTZ,208381,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,80000,0,80000
ANSCHUTZ,235735,REGULAR FACULTY,ASST PROFESSOR,SOM-PM&R PHYSICAL THERAPY,100,60467,29782,90250
ANSCHUTZ,248859,OFFICERS AND EXEMPT PROFESSIONALS ,BUSINESS SERVICES PROFESSIONAL,SOM-PM&R PHYSICAL THERAPY,100,48450,0,48450
ANSCHUTZ,130083,CLINICAL FACULTY,CLINICAL INSTRUCTOR,SOM-PM&R PHYSICAL THERAPY,40,20800,0,20800
ANSCHUTZ,146020,CLINICAL FACULTY,CLINICAL INSTRUCTOR,SOM-PM&R PHYSICAL THERAPY,40,24960,0,24960
ANSCHUTZ,170986,CLINICAL FACULTY,CLINICAL INSTRUCTOR,SOM-PM&R PHYSICAL THERAPY,30,19656,0,19656
ANSCHUTZ,188416,CLINICAL FACULTY,CLINICAL INSTRUCTOR,SOM-PM&R PHYSICAL THERAPY,30,19500,0,19500
ANSCHUTZ,214565,CLINICAL FACULTY,CLINICAL INSTRUCTOR,SOM-PM&R PHYSICAL THERAPY,30,19656,0,19656
ANSCHUTZ,177580,OFFICERS AND EXEMPT PROFESSIONALS ,DEVELOPMENT PRGM DIR,SOM-PM&R PHYSICAL THERAPY,100,68276,0,68276
ANSCHUTZ,160647,CLASSIFIED STAFF,GENERAL PROFESSIONAL V,SOM-PM&R PHYSICAL THERAPY,100,74774,0,74774
