,rules,support,confidence,lift
2455,{onions,white bread,chocolate} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2456,{onions,butter,white bread} => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
2457,{onions,butter,white bread} => {other vegetables},0.000711743772241993,1,5.16815554387809
2458,{onions,whipped/sour cream,white bread} => {other vegetables},0.000711743772241993,1,5.16815554387809
2459,{onions,white bread,bottled water} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2460,{tropical fruit,onions,white bread} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
2461,{root vegetables,onions,white bread} => {other vegetables},0.000813421453990849,0.8,4.13452443510247
2462,{onions,yogurt,white bread} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
2463,{onions,whole milk,white bread} => {other vegetables},0.000813421453990849,0.8,4.13452443510247
2464,{onions,butter,chocolate} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2465,{tropical fruit,onions,chocolate} => {other vegetables},0.000508388408744281,1,5.16815554387809
2466,{root vegetables,onions,chocolate} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2467,{onions,frozen vegetables,napkins} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2468,{onions,frozen vegetables,napkins} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2469,{onions,frozen vegetables,bottled beer} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2470,{onions,whipped/sour cream,frozen vegetables} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
2471,{sausage,onions,frozen vegetables} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2472,{root vegetables,onions,frozen vegetables} => {other vegetables},0.00132180986273513,0.866666666666667,4.47906813802768
2473,{beef,onions,butter} => {whole milk},0.000813421453990849,1,3.91364902506964
2474,{beef,onions,whipped/sour cream} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2475,{beef,onions,whipped/sour cream} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2476,{beef,citrus fruit,onions} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2477,{beef,citrus fruit,onions} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2478,{onions,butter,curd} => {whole milk},0.000508388408744281,1,3.91364902506964
2479,{tropical fruit,onions,curd} => {other vegetables},0.000610066090493137,1,5.16815554387809
2480,{tropical fruit,onions,curd} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2481,{onions,curd,yogurt} => {whole milk},0.00111845449923742,0.846153846153846,3.31154917505892
2482,{onions,domestic eggs,napkins} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2483,{onions,domestic eggs,napkins} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2484,{tropical fruit,onions,napkins} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2485,{root vegetables,onions,napkins} => {other vegetables},0.00101677681748856,0.909090909090909,4.69832322170735
2486,{onions,whole milk,napkins} => {other vegetables},0.00122013218098627,0.8,4.13452443510247
2487,{pork,tropical fruit,onions} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2488,{frankfurter,citrus fruit,onions} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
2489,{onions,butter,margarine} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2490,{onions,butter,margarine} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2491,{onions,whipped/sour cream,margarine} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2492,{onions,butter,domestic eggs} => {whole milk},0.00111845449923742,0.846153846153846,3.31154917505892
2493,{onions,butter,fruit/vegetable juice} => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
2494,{onions,butter,whipped/sour cream} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2495,{pip fruit,onions,butter} => {whole milk},0.000915099135739705,1,3.91364902506964
2496,{citrus fruit,onions,butter} => {root vegetables},0.000508388408744281,1,9.17444029850746
2497,{citrus fruit,onions,butter} => {other vegetables},0.000508388408744281,1,5.16815554387809
2498,{onions,butter,bottled water} => {whole milk},0.00101677681748856,0.833333333333333,3.26137418755803
2499,{tropical fruit,onions,butter} => {whole milk},0.00122013218098627,0.857142857142857,3.35455630720255
2500,{root vegetables,onions,butter} => {whole milk},0.00172852058973055,0.85,3.32660167130919
2501,{onions,butter,yogurt} => {whole milk},0.00132180986273513,0.8125,3.17983983286908
2502,{onions,domestic eggs,newspapers} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2503,{citrus fruit,onions,newspapers} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2504,{onions,whipped/sour cream,fruit/vegetable juice} => {other vegetables},0.000813421453990849,0.8,4.13452443510247
2505,{onions,whipped/sour cream,rolls/buns} => {whole milk},0.000915099135739705,0.9,3.52228412256267
2506,{citrus fruit,pip fruit,onions} => {other vegetables},0.000915099135739705,0.9,4.65133998949028
2507,{pip fruit,onions,bottled water} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
2508,{tropical fruit,pip fruit,onions} => {other vegetables},0.000813421453990849,0.8,4.13452443510247
2509,{pip fruit,onions,yogurt} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
2510,{root vegetables,onions,pastry} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2511,{citrus fruit,onions,shopping bags} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2512,{citrus fruit,root vegetables,onions} => {other vegetables},0.00142348754448399,0.823529411764706,4.25612809495842
2513,{sausage,onions,shopping bags} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2514,{onions,whole milk,shopping bags} => {other vegetables},0.000813421453990849,0.8,4.13452443510247
2515,{tropical fruit,root vegetables,onions} => {other vegetables},0.0016268429079817,0.888888888888889,4.59391603900274
2516,{tropical fruit,berries,salty snack} => {other vegetables},0.000508388408744281,1,5.16815554387809
2517,{sausage,berries,sugar} => {whole milk},0.000508388408744281,1,3.91364902506964
2518,{tropical fruit,berries,sugar} => {whole milk},0.000711743772241993,1,3.91364902506964
2519,{pip fruit,berries,dessert} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2520,{berries,whipped/sour cream,cream cheese } => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
2521,{chicken,berries,margarine} => {whole milk},0.000508388408744281,1,3.91364902506964
2522,{chicken,berries,butter} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2523,{chicken,citrus fruit,berries} => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
2524,{berries,other vegetables,white bread} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2525,{berries,chocolate,napkins} => {whole milk},0.000508388408744281,1,3.91364902506964
2526,{tropical fruit,berries,chocolate} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2527,{tropical fruit,berries,chocolate} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2528,{frankfurter,beef,berries} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2529,{beef,berries,newspapers} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2530,{beef,pip fruit,berries} => {other vegetables},0.000711743772241993,1,5.16815554387809
2531,{berries,bottled beer,napkins} => {root vegetables},0.000508388408744281,1,9.17444029850746
2532,{berries,brown bread,napkins} => {whole milk},0.000508388408744281,1,3.91364902506964
2533,{berries,butter,napkins} => {root vegetables},0.000610066090493137,0.857142857142857,7.86380597014925
2534,{berries,butter,napkins} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2535,{frankfurter,berries,pastry} => {whole milk},0.000610066090493137,1,3.91364902506964
2536,{frankfurter,berries,other vegetables} => {whole milk},0.000915099135739705,1,3.91364902506964
2537,{citrus fruit,berries,bottled beer} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2538,{berries,other vegetables,bottled beer} => {citrus fruit},0.000508388408744281,0.833333333333333,10.0685913185913
2539,{berries,brown bread,fruit/vegetable juice} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2540,{sausage,berries,brown bread} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2541,{berries,whipped/sour cream,margarine} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2542,{berries,pastry,margarine} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2543,{sausage,berries,margarine} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2544,{berries,butter,whipped/sour cream} => {whole milk},0.00101677681748856,0.833333333333333,3.26137418755803
2545,{sausage,berries,butter} => {whole milk},0.00101677681748856,0.909090909090909,3.55786275006331
2546,{berries,domestic eggs,pastry} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2547,{berries,pastry,fruit/vegetable juice} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2548,{pip fruit,berries,whipped/sour cream} => {whole milk},0.000813421453990849,0.8,3.13091922005571
2549,{berries,whipped/sour cream,pastry} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
2550,{sausage,berries,pastry} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2551,{hamburger meat,coffee,hygiene articles} => {whole milk},0.000508388408744281,1,3.91364902506964
2552,{hamburger meat,butter,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2553,{hamburger meat,whipped/sour cream,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2554,{hamburger meat,yogurt,hygiene articles} => {whole milk},0.000508388408744281,1,3.91364902506964
2555,{hamburger meat,rolls/buns,waffles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2556,{hamburger meat,frozen vegetables,long life bakery product} => {whole milk},0.000610066090493137,1,3.91364902506964
2557,{hamburger meat,yogurt,long life bakery product} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2558,{hamburger meat,yogurt,long life bakery product} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2559,{beef,hamburger meat,dessert} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
2560,{hamburger meat,dessert,domestic eggs} => {other vegetables},0.000508388408744281,1,5.16815554387809
2561,{hamburger meat,dessert,domestic eggs} => {whole milk},0.000508388408744281,1,3.91364902506964
2562,{hamburger meat,dessert,yogurt} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2563,{beef,hamburger meat,cream cheese } => {yogurt},0.000508388408744281,1,7.16836734693878
2564,{hamburger meat,root vegetables,cream cheese } => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2565,{hamburger meat,cream cheese ,soda} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
2566,{chicken,beef,hamburger meat} => {pastry},0.000508388408744281,0.833333333333333,9.36666666666667
2567,{chicken,hamburger meat,pip fruit} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
2568,{chicken,hamburger meat,tropical fruit} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2569,{hamburger meat,white bread,chocolate} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2570,{hamburger meat,butter,white bread} => {yogurt},0.000610066090493137,1,7.16836734693878
2571,{hamburger meat,butter,white bread} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2572,{hamburger meat,whipped/sour cream,white bread} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
2573,{hamburger meat,rolls/buns,white bread} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2574,{frankfurter,hamburger meat,chocolate} => {whole milk},0.000508388408744281,1,3.91364902506964
2575,{hamburger meat,root vegetables,chocolate} => {whole milk},0.000508388408744281,1,3.91364902506964
2576,{hamburger meat,whipped/sour cream,frozen vegetables} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
2577,{beef,hamburger meat,curd} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
2578,{beef,hamburger meat,curd} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2579,{beef,hamburger meat,napkins} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2580,{frankfurter,beef,hamburger meat} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2581,{beef,hamburger meat,bottled beer} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2582,{beef,hamburger meat,fruit/vegetable juice} => {yogurt},0.000508388408744281,1,7.16836734693878
2583,{beef,hamburger meat,whipped/sour cream} => {whole milk},0.000813421453990849,0.888888888888889,3.47879913339523
2584,{beef,hamburger meat,citrus fruit} => {whole milk},0.000508388408744281,1,3.91364902506964
2585,{frankfurter,hamburger meat,curd} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2586,{frankfurter,hamburger meat,curd} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2587,{hamburger meat,curd,bottled beer} => {other vegetables},0.000508388408744281,1,5.16815554387809
2588,{hamburger meat,curd,margarine} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2589,{hamburger meat,curd,whipped/sour cream} => {butter},0.000508388408744281,0.833333333333333,15.0382262996942
2590,{hamburger meat,curd,domestic eggs} => {other vegetables},0.000711743772241993,1,5.16815554387809
2591,{hamburger meat,curd,domestic eggs} => {whole milk},0.000711743772241993,1,3.91364902506964
2592,{hamburger meat,curd,whipped/sour cream} => {other vegetables},0.000610066090493137,1,5.16815554387809
2593,{hamburger meat,curd,whipped/sour cream} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2594,{hamburger meat,tropical fruit,curd} => {other vegetables},0.000508388408744281,1,5.16815554387809
2595,{hamburger meat,root vegetables,curd} => {other vegetables},0.000610066090493137,1,5.16815554387809
2596,{hamburger meat,root vegetables,curd} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2597,{hamburger meat,curd,yogurt} => {other vegetables},0.000915099135739705,0.818181818181818,4.22849089953662
2598,{hamburger meat,other vegetables,curd} => {whole milk},0.0016268429079817,0.8,3.13091922005571
2599,{hamburger meat,pastry,napkins} => {other vegetables},0.000508388408744281,1,5.16815554387809
2600,{hamburger meat,tropical fruit,napkins} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2601,{hamburger meat,yogurt,napkins} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2602,{frankfurter,pork,hamburger meat} => {whole milk},0.000508388408744281,1,3.91364902506964
2603,{pork,hamburger meat,margarine} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2604,{pork,hamburger meat,domestic eggs} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2605,{pork,hamburger meat,fruit/vegetable juice} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2606,{pork,hamburger meat,pip fruit} => {other vegetables},0.000813421453990849,0.888888888888889,4.59391603900274
2607,{pork,hamburger meat,pastry} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2608,{pork,hamburger meat,root vegetables} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2609,{pork,hamburger meat,rolls/buns} => {other vegetables},0.000915099135739705,0.818181818181818,4.22849089953662
2610,{frankfurter,hamburger meat,bottled beer} => {whole milk},0.000610066090493137,1,3.91364902506964
2611,{frankfurter,hamburger meat,butter} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2612,{frankfurter,hamburger meat,domestic eggs} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2613,{frankfurter,hamburger meat,whipped/sour cream} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2614,{frankfurter,hamburger meat,whipped/sour cream} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2615,{frankfurter,hamburger meat,bottled water} => {whole milk},0.000610066090493137,1,3.91364902506964
2616,{frankfurter,hamburger meat,root vegetables} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2617,{frankfurter,hamburger meat,rolls/buns} => {whole milk},0.000813421453990849,0.888888888888889,3.47879913339523
2618,{hamburger meat,butter,bottled beer} => {whole milk},0.000813421453990849,1,3.91364902506964
2619,{hamburger meat,domestic eggs,bottled beer} => {other vegetables},0.000610066090493137,1,5.16815554387809
2620,{hamburger meat,domestic eggs,bottled beer} => {whole milk},0.000610066090493137,1,3.91364902506964
2621,{hamburger meat,tropical fruit,bottled beer} => {whole milk},0.000508388408744281,1,3.91364902506964
2622,{hamburger meat,root vegetables,bottled beer} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2623,{hamburger meat,yogurt,bottled beer} => {whole milk},0.000711743772241993,1,3.91364902506964
2624,{hamburger meat,citrus fruit,brown bread} => {whole milk},0.000610066090493137,1,3.91364902506964
2625,{hamburger meat,root vegetables,brown bread} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2626,{hamburger meat,butter,margarine} => {other vegetables},0.000508388408744281,1,5.16815554387809
2627,{hamburger meat,margarine,bottled water} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2628,{hamburger meat,rolls/buns,margarine} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
2629,{hamburger meat,butter,fruit/vegetable juice} => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
2630,{hamburger meat,butter,whipped/sour cream} => {whole milk},0.00122013218098627,0.8,3.13091922005571
2631,{hamburger meat,butter,bottled water} => {whole milk},0.000508388408744281,1,3.91364902506964
2632,{hamburger meat,tropical fruit,butter} => {other vegetables},0.000915099135739705,1,5.16815554387809
2633,{hamburger meat,root vegetables,butter} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
2634,{hamburger meat,domestic eggs,fruit/vegetable juice} => {whole milk},0.000508388408744281,1,3.91364902506964
2635,{hamburger meat,pip fruit,domestic eggs} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2636,{hamburger meat,pip fruit,domestic eggs} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2637,{hamburger meat,pip fruit,fruit/vegetable juice} => {whole milk},0.000711743772241993,1,3.91364902506964
2638,{hamburger meat,bottled water,fruit/vegetable juice} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2639,{hamburger meat,pip fruit,whipped/sour cream} => {whole milk},0.000813421453990849,0.8,3.13091922005571
2640,{hamburger meat,tropical fruit,whipped/sour cream} => {other vegetables},0.00101677681748856,0.909090909090909,4.69832322170735
2641,{hamburger meat,root vegetables,whipped/sour cream} => {whole milk},0.00101677681748856,0.833333333333333,3.26137418755803
2642,{hamburger meat,pip fruit,pastry} => {other vegetables},0.000711743772241993,0.875,4.52213610089333
2643,{hamburger meat,root vegetables,pastry} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
2644,{hamburger meat,root vegetables,pastry} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2645,{hamburger meat,citrus fruit,shopping bags} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
2646,{salty snack,chocolate,hygiene articles} => {butter},0.000508388408744281,0.833333333333333,15.0382262996942
2647,{butter,salty snack,hygiene articles} => {chocolate},0.000508388408744281,0.833333333333333,16.7947404371585
2648,{curd,sugar,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2649,{yogurt,sugar,hygiene articles} => {whipped/sour cream},0.000711743772241993,1,13.9503546099291
2650,{whipped/sour cream,sugar,hygiene articles} => {whole milk},0.000813421453990849,0.8,3.13091922005571
2651,{pip fruit,sugar,hygiene articles} => {tropical fruit},0.000508388408744281,1,9.53003875968992
2652,{tropical fruit,sugar,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2653,{yogurt,sugar,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2654,{rolls/buns,sugar,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2655,{root vegetables,waffles,hygiene articles} => {whole milk},0.000508388408744281,1,3.91364902506964
2656,{sausage,long life bakery product,hygiene articles} => {tropical fruit},0.000508388408744281,0.833333333333333,7.94169896640827
2657,{tropical fruit,dessert,hygiene articles} => {pastry},0.000508388408744281,0.833333333333333,9.36666666666667
2658,{beef,cream cheese ,hygiene articles} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
2659,{beef,cream cheese ,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2660,{cream cheese ,domestic eggs,hygiene articles} => {whole milk},0.000610066090493137,1,3.91364902506964
2661,{whipped/sour cream,cream cheese ,hygiene articles} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
2662,{sausage,cream cheese ,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2663,{sausage,chicken,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2664,{white bread,margarine,hygiene articles} => {whole milk},0.000508388408744281,1,3.91364902506964
2665,{tropical fruit,white bread,hygiene articles} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2666,{sausage,chocolate,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2667,{beef,coffee,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2668,{frozen vegetables,hygiene articles,napkins} => {root vegetables},0.000610066090493137,1,9.17444029850746
2669,{frozen vegetables,hygiene articles,napkins} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2670,{frozen vegetables,margarine,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2671,{butter,frozen vegetables,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2672,{frozen vegetables,fruit/vegetable juice,hygiene articles} => {sausage},0.000508388408744281,0.833333333333333,8.86994949494949
2673,{frozen vegetables,fruit/vegetable juice,hygiene articles} => {yogurt},0.000508388408744281,0.833333333333333,5.97363945578231
2674,{frozen vegetables,fruit/vegetable juice,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2675,{pip fruit,frozen vegetables,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2676,{frozen vegetables,bottled water,hygiene articles} => {whole milk},0.000610066090493137,1,3.91364902506964
2677,{tropical fruit,frozen vegetables,hygiene articles} => {yogurt},0.000711743772241993,0.875,6.27232142857143
2678,{tropical fruit,frozen vegetables,hygiene articles} => {whole milk},0.000813421453990849,1,3.91364902506964
2679,{root vegetables,frozen vegetables,hygiene articles} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
2680,{yogurt,frozen vegetables,hygiene articles} => {whole milk},0.000915099135739705,0.9,3.52228412256267
2681,{beef,domestic eggs,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2682,{beef,whipped/sour cream,hygiene articles} => {whole milk},0.000813421453990849,1,3.91364902506964
2683,{sausage,beef,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2684,{beef,tropical fruit,hygiene articles} => {root vegetables},0.000508388408744281,0.833333333333333,7.64536691542289
2685,{beef,tropical fruit,hygiene articles} => {rolls/buns},0.000508388408744281,0.833333333333333,4.53058780173208
2686,{beef,tropical fruit,hygiene articles} => {other vegetables},0.000508388408744281,0.833333333333333,4.30679628656507
2687,{pork,curd,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2688,{butter,curd,hygiene articles} => {other vegetables},0.000813421453990849,0.8,4.13452443510247
2689,{butter,curd,hygiene articles} => {whole milk},0.000813421453990849,0.8,3.13091922005571
2690,{curd,whipped/sour cream,hygiene articles} => {yogurt},0.000711743772241993,0.875,6.27232142857143
2691,{curd,bottled water,hygiene articles} => {yogurt},0.000610066090493137,0.857142857142857,6.14431486880467
2692,{pork,hygiene articles,napkins} => {whole milk},0.000508388408744281,1,3.91364902506964
2693,{butter,hygiene articles,napkins} => {whole milk},0.00101677681748856,0.909090909090909,3.55786275006331
2694,{tropical fruit,hygiene articles,napkins} => {whole milk},0.00122013218098627,0.8,3.13091922005571
2695,{pork,margarine,hygiene articles} => {whole milk},0.000508388408744281,1,3.91364902506964
2696,{pork,whipped/sour cream,hygiene articles} => {whole milk},0.000508388408744281,1,3.91364902506964
2697,{pork,pip fruit,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2698,{sausage,pork,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2699,{pork,yogurt,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2700,{frankfurter,whipped/sour cream,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2701,{domestic eggs,bottled beer,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2702,{tropical fruit,bottled beer,hygiene articles} => {bottled water},0.000711743772241993,0.875,7.91685832566697
2703,{domestic eggs,margarine,hygiene articles} => {whole milk},0.000813421453990849,0.888888888888889,3.47879913339523
2704,{margarine,hygiene articles,shopping bags} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2705,{margarine,bottled water,hygiene articles} => {whole milk},0.000610066090493137,0.857142857142857,3.35455630720255
2706,{root vegetables,margarine,hygiene articles} => {whole milk},0.000915099135739705,0.9,3.52228412256267
2707,{rolls/buns,margarine,hygiene articles} => {whole milk},0.00101677681748856,0.833333333333333,3.26137418755803
2708,{butter,domestic eggs,hygiene articles} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
2709,{butter,whipped/sour cream,hygiene articles} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
2710,{pip fruit,butter,hygiene articles} => {whole milk},0.00101677681748856,1,3.91364902506964
2711,{citrus fruit,butter,hygiene articles} => {whole milk},0.00101677681748856,0.833333333333333,3.26137418755803
2712,{sausage,butter,hygiene articles} => {whole milk},0.000915099135739705,0.9,3.52228412256267
2713,{butter,bottled water,hygiene articles} => {whole milk},0.00122013218098627,0.857142857142857,3.35455630720255
2714,{tropical fruit,butter,hygiene articles} => {whole milk},0.00122013218098627,0.923076923076923,3.61259910006428
2715,{root vegetables,butter,hygiene articles} => {whole milk},0.00142348754448399,0.823529411764706,3.22300507946911
2716,{rolls/buns,hygiene articles,newspapers} => {other vegetables},0.000610066090493137,0.857142857142857,4.42984760903836
2717,{sausage,domestic eggs,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2718,{domestic eggs,bottled water,hygiene articles} => {whole milk},0.000915099135739705,0.818181818181818,3.20207647505698
2719,{tropical fruit,domestic eggs,hygiene articles} => {whole milk},0.00122013218098627,0.923076923076923,3.61259910006428
2720,{root vegetables,domestic eggs,hygiene articles} => {whole milk},0.000813421453990849,0.8,3.13091922005571
2721,{yogurt,domestic eggs,hygiene articles} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2722,{pip fruit,whipped/sour cream,hygiene articles} => {whole milk},0.000711743772241993,0.875,3.42444289693593
2723,{whipped/sour cream,pastry,hygiene articles} => {whole milk},0.000508388408744281,0.833333333333333,3.26137418755803
2724,{tropical fruit,whipped/sour cream,hygiene articles} => {whole milk},0.00101677681748856,0.833333333333333,3.26137418755803
2725,{root vegetables,whipped/sour cream,hygiene articles} => {whole milk},0.00101677681748856,1,3.91364902506964
2726,{sausage,pip fruit,hygiene articles} => {whole milk},0.00132180986273513,0.8125,3.17983983286908
2727,{pip fruit,bottled water,hygiene articles} => {whole milk},0.000813421453990849,1,3.91364902506964
2728,{pip fruit,root vegetables,hygiene articles} => {whole milk},0.00101677681748856,1,3.91364902506964
2729,{pastry,bottled water,hygiene articles} => {whole milk},0.000711743772241993,1,3.91364902506964
2730,{citrus fruit,root vegetables,hygiene articles} => {whole milk},0.00122013218098627,0.857142857142857,3.35455630720255
